Price,Year,Month,Day
1538.2,2012,5,23
1559,2012,5,24
1558.2,2012,5,25
1574.7,2012,5,29
1553.9,2012,5,30
1562.7,2012,5,31
1560,2012,6,1
1623,2012,6,4
1619.3,2012,6,5
1619.7,2012,6,6
1622.6,2012,6,7
1589.9,2012,6,8
1608,2012,6,11
1594.1,2012,6,12
1608.2,2012,6,13
1621.2,2012,6,14
1624.3,2012,6,15
1622.6,2012,6,18
1629.8,2012,6,19
1618.3,2012,6,20
1603.2,2012,6,21
1565.5,2012,6,22
1574.9,2012,6,25
1583.5,2012,6,26
1567,2012,6,27
1573.7,2012,6,28
1562.6,2012,6,29
1597.1,2012,7,2
1603.8,2012,7,3
1618.5,2012,7,5
1592.3,2012,7,6
1582.1,2012,7,9
1599.2,2012,7,10
1577.4,2012,7,11
1569.3,2012,7,12
1567.8,2012,7,13
1586.2,2012,7,16
1596,2012,7,17
1581.2,2012,7,18
1580,2012,7,19
1583.9,2012,7,20
1571.7,2012,7,23
1574,2012,7,24
1583.7,2012,7,25
1614.9,2012,7,26
1613.4,2012,7,27
1622.9,2012,7,30
1621.1,2012,7,31
1613.4,2012,8,1
1600,2012,8,2
1589.3,2012,8,3
1604.7,2012,8,6
1610.8,2012,8,7
1610.2,2012,8,8
1612.8,2012,8,9
1615.8,2012,8,10
1622,2012,8,13
1612.8,2012,8,14
1593.8,2012,8,15
1600.2,2012,8,16
1617.8,2012,8,17
1614,2012,8,20
1620,2012,8,21
1638.4,2012,8,22
1659.9,2012,8,23
1665.8,2012,8,24
1674.9,2012,8,27
1659.9,2012,8,28
1667.2,2012,8,29
1655.4,2012,8,30
1658.6,2012,8,31
1689.1,2012,9,4
1690.4,2012,9,5
1696.4,2012,9,6
1696.7,2012,9,7
1733.1,2012,9,10
1736,2012,9,11
1742.2,2012,9,12
1728.7,2012,9,13
1771,2012,9,14
1774.8,2012,9,17
1766.3,2012,9,18
1776,2012,9,19
1769.1,2012,9,20
1785.3,2012,9,21
1762.1,2012,9,24
1772.6,2012,9,25
1762.8,2012,9,26
1752.6,2012,9,27
1776.8,2012,9,28
1766,2012,10,1
1777.9,2012,10,2
1772.2,2012,10,3
1783.5,2012,10,4
1792.2,2012,10,5
1778,2012,10,8
1776.7,2012,10,9
1762.4,2012,10,10
1761.6,2012,10,11
1769.5,2012,10,12
1750,2012,10,15
1736.7,2012,10,16
1749.4,2012,10,17
1749.1,2012,10,18
1741.1,2012,10,19
1715,2012,10,22
1726.6,2012,10,23
1708.4,2012,10,24
1711.7,2012,10,25
1706.1,2012,10,26
1712,2012,10,29
1709.1,2012,10,30
1714.4,2012,10,31
1722.3,2012,11,1
1711.3,2012,11,2
1682.8,2012,11,5
1690.1,2012,11,6
1707.7,2012,11,7
1715.9,2012,11,8
1733.7,2012,11,9
1733.2,2012,11,12
1721.6,2012,11,13
1722,2012,11,14
1724.9,2012,11,15
1710,2012,11,16
1721.8,2012,11,19
1730.6,2012,11,20
1725.8,2012,11,21
1735,2012,11,23
1750.3,2012,11,26
1746.4,2012,11,27
1739.8,2012,11,28
1719.6,2012,11,29
1725.2,2012,11,30
1714.9,2012,12,3
1716.3,2012,12,4
1697.1,2012,12,5
1694.3,2012,12,6
1701.2,2012,12,7
1704.2,2012,12,10
1710,2012,12,11
1710.1,2012,12,12
1707.2,2012,12,13
1698.3,2012,12,14
1690.5,2012,12,17
1701.4,2012,12,18
1675.3,2012,12,19
1667.9,2012,12,20
1648,2012,12,21
1657.7,2012,12,24
1654.5,2012,12,26
1656.2,2012,12,27
1664,2012,12,28
1655.4,2012,12,31
1672.8,2013,1,2
1686.1,2013,1,3
1647,2013,1,4
1656.5,2013,1,7
1647.7,2013,1,8
1658.6,2013,1,9
1672.5,2013,1,10
1673.1,2013,1,11
1665.4,2013,1,14
1671.6,2013,1,15
1674.4,2013,1,16
1676.4,2013,1,17
1687.4,2013,1,18
1690.3,2013,1,22
1691.3,2013,1,23
1680.8,2013,1,24
1663,2013,1,25
1651.6,2013,1,28
1661.2,2013,1,29
1662.4,2013,1,30
1675.4,2013,1,31
1663.9,2013,2,1
1668,2013,2,4
1674.2,2013,2,5
1672.2,2013,2,6
1677,2013,2,7
1671.5,2013,2,8
1666.5,2013,2,11
1643.8,2013,2,12
1652.2,2013,2,13
1641.1,2013,2,14
1633.2,2013,2,15
1610,2013,2,19
1604.7,2013,2,20
1568.5,2013,2,21
1580,2013,2,22
1579.4,2013,2,25
1593.3,2013,2,26
1612.8,2013,2,27
1596,2013,2,28
1579.6,2013,3,1
1580.8,2013,3,4
1577.6,2013,3,5
1577.6,2013,3,6
1580,2013,3,7
1578.6,2013,3,8
1576,2013,3,11
1579.8,2013,3,12
1592.3,2013,3,13
1585.7,2013,3,14
1590.5,2013,3,15
1605.9,2013,3,18
1613.1,2013,3,19
1610,2013,3,20
1612.8,2013,3,21
1611,2013,3,22
1607.1,2013,3,25
1595.8,2013,3,26
1598.5,2013,3,27
1604.7,2013,3,28
1596.8,2013,4,1
1599.2,2013,4,2
1575.7,2013,4,3
1557.3,2013,4,4
1553.2,2013,4,5
1575.8,2013,4,8
1571.6,2013,4,9
1584.4,2013,4,10
1557.1,2013,4,11
1560.8,2013,4,12
1478.2,2013,4,15
1358,2013,4,16
1373.2,2013,4,17
1347.5,2013,4,18
1419.3,2013,4,19
1406.8,2013,4,22
1429.5,2013,4,23
1423.2,2013,4,24
1433,2013,4,25
1467.4,2013,4,26
1462.7,2013,4,29
1471.1,2013,4,30
1475.8,2013,5,1
1459,2013,5,2
1465.5,2013,5,3
1468.1,2013,5,6
1462,2013,5,7
1455.5,2013,5,8
1471.2,2013,5,9
1455.6,2013,5,10
1440,2013,5,13
1430.1,2013,5,14
1425.7,2013,5,15
1390.4,2013,5,16
1386.7,2013,5,17
1342.9,2013,5,20
1386.5,2013,5,21
1387.2,2013,5,22
1380.6,2013,5,23
1386.8,2013,5,24
1385.95,2013,5,27
1380.8,2013,5,28
1391.3,2013,5,29
1392.1,2013,5,30
1412.4,2013,5,31
1389.1,2013,6,3
1410.9,2013,6,4
1397.5,2013,6,5
1401.7,2013,6,6
1411.5,2013,6,7
1378.8,2013,6,10
1384.2,2013,6,11
1375,2013,6,12
1386.8,2013,6,13
1383.9,2013,6,14
1390.3,2013,6,17
1383.1,2013,6,18
1368.1,2013,6,19
1348.1,2013,6,20
1280.4,2013,6,21
1297.3,2013,6,24
1281.3,2013,6,25
1273.9,2013,6,26
1224.7,2013,6,27
1200.9,2013,6,28
1234.7,2013,7,1
1254.1,2013,7,2
1243.8,2013,7,3
1254.55,2013,7,4
1252.7,2013,7,5
1218.8,2013,7,8
1234.7,2013,7,9
1244.6,2013,7,10
1284.6,2013,7,11
1282.3,2013,7,12
1292.1,2013,7,15
1279.4,2013,7,16
1286.2,2013,7,17
1275.3,2013,7,18
1291.7,2013,7,19
1317,2013,7,22
1334.8,2013,7,23
1342.2,2013,7,24
1318.5,2013,7,25
1326.5,2013,7,26
1328.4,2013,7,29
1327.2,2013,7,30
1325.5,2013,7,31
1323,2013,8,1
1306.7,2013,8,2
1311.2,2013,8,5
1303,2013,8,6
1282.5,2013,8,7
1283.9,2013,8,8
1315.1,2013,8,9
1317.2,2013,8,12
1331.9,2013,8,13
1317.7,2013,8,14
1340.1,2013,8,15
1366.8,2013,8,16
1379,2013,8,19
1355,2013,8,20
1372.5,2013,8,21
1362,2013,8,22
1376.8,2013,8,23
1398.6,2013,8,26
1403.8,2013,8,27
1417.3,2013,8,28
1417.4,2013,8,29
1407.2,2013,8,30
1380.4,2013,9,2
1393,2013,9,3
1413,2013,9,4
1393.5,2013,9,5
1371,2013,9,6
1389.8,2013,9,9
1377.5,2013,9,10
1365.8,2013,9,11
1360,2013,9,12
1322.9,2013,9,13
1328.4,2013,9,16
1313,2013,9,17
1292.1,2013,9,18
1362.9,2013,9,19
1347.5,2013,9,20
1327.1,2013,9,23
1321.2,2013,9,24
1322.7,2013,9,25
1335.2,2013,9,26
1321.5,2013,9,27
1345.8,2013,9,30
1328,2013,10,1
1288.5,2013,10,2
1312,2013,10,3
1316.2,2013,10,4
1313.8,2013,10,7
1326.5,2013,10,8
1317.6,2013,10,9
1303.4,2013,10,10
1286.9,2013,10,11
1275.8,2013,10,14
1270.5,2013,10,15
1282.8,2013,10,16
1307,2013,10,17
1318.8,2013,10,18
1316.8,2013,10,21
1313.9,2013,10,22
1331.9,2013,10,23
1334.5,2013,10,24
1346.2,2013,10,25
1351.4,2013,10,28
1359.6,2013,10,29
1340.8,2013,10,30
1334,2013,10,31
1325.7,2013,11,1
1314.6,2013,11,4
1313.3,2013,11,5
1313.5,2013,11,6
1323.6,2013,11,7
1308,2013,11,8
1281.6,2013,11,11
1282.3,2013,11,12
1274,2013,11,13
1280.2,2013,11,14
1287.7,2013,11,15
1284.7,2013,11,18
1274.2,2013,11,19
1269,2013,11,20
1245.7,2013,11,21
1243.2,2013,11,22
1231.1,2013,11,25
1243,2013,11,26
1241.6,2013,11,27
1237.9,2013,11,28
1237.8,2013,11,29
1251.4,2013,12,2
1219.2,2013,12,3
1225.1,2013,12,4
1240,2013,12,5
1228.7,2013,12,6
1230.2,2013,12,9
1239,2013,12,10
1261.9,2013,12,11
1253.5,2013,12,12
1226.7,2013,12,13
1238.4,2013,12,16
1237,2013,12,17
1231.5,2013,12,18
1226.6,2013,12,19
1190.9,2013,12,20
1205.2,2013,12,23
1199.8,2013,12,24
1207.1,2013,12,26
1213.4,2013,12,27
1215,2013,12,30
1196.4,2013,12,31
1203.6,2014,1,1
1204.3,2014,1,2
1221.7,2014,1,3
1232.8,2014,1,6
1239.3,2014,1,7
1227.5,2014,1,8
1225.8,2014,1,9
1235,2014,1,10
1250.6,2014,1,13
1251,2014,1,14
1243.1,2014,1,15
1239.3,2014,1,16
1239.7,2014,1,17
1255.7,2014,1,20
1256.4,2014,1,21
1241.7,2014,1,22
1235.2,2014,1,23
1258.3,2014,1,24
1259.8,2014,1,27
1257.9,2014,1,28
1262.2,2014,1,29
1267,2014,1,30
1243.6,2014,1,31
1242.4,2014,2,3
1258.4,2014,2,4
1254,2014,2,5
1258,2014,2,6
1258.3,2014,2,7
1269.6,2014,2,10
1274,2014,2,11
1290.5,2014,2,12
1293.3,2014,2,13
1301.7,2014,2,14
1323.7,2014,2,17
1322.9,2014,2,18
1318.3,2014,2,19
1310.7,2014,2,20
1320,2014,2,21
1324.3,2014,2,24
1336.4,2014,2,25
1341.2,2014,2,26
1329.3,2014,2,27
1329.8,2014,2,28
1335.9,2014,3,3
1350.4,2014,3,4
1334.8,2014,3,5
1338,2014,3,6
1349.5,2014,3,7
1336,2014,3,10
1340,2014,3,11
1349.1,2014,3,12
1366.8,2014,3,13
1376.1,2014,3,14
1386.1,2014,3,17
1359.3,2014,3,18
1357.1,2014,3,19
1333.7,2014,3,20
1339.1,2014,3,21
1333,2014,3,24
1315.5,2014,3,25
1315.2,2014,3,26
1294.7,2014,3,27
1292.2,2014,3,28
1294.3,2014,3,31
1285.1,2014,4,1
1280.2,2014,4,2
1290.8,2014,4,3
1285.5,2014,4,4
1301.4,2014,4,7
1296.6,2014,4,8
1309.5,2014,4,9
1311.8,2014,4,10
1319,2014,4,11
1320.1,2014,4,14
1322.7,2014,4,15
1302.7,2014,4,16
1300.1,2014,4,17
1290,2014,4,21
1289.2,2014,4,22
1284.3,2014,4,23
1284.6,2014,4,24
1293.8,2014,4,25
1305.4,2014,4,28
1295.5,2014,4,29
1296,2014,4,30
1288.7,2014,5,1
1276.7,2014,5,2
1305.6,2014,5,5
1309.4,2014,5,6
1310.3,2014,5,7
1291.5,2014,5,8
1287.3,2014,5,9
1282.1,2014,5,12
1295.5,2014,5,13
1292.8,2014,5,14
1302.5,2014,5,15
1293.3,2014,5,16
1293.7,2014,5,19
1290.7,2014,5,20
1287.4,2014,5,21
1294.2,2014,5,22
1293.2,2014,5,23
1293.9,2014,5,25
1291.6,2014,5,26
1291.9,2014,5,27
1259.3,2014,5,28
1258.3,2014,5,29
1255.1,2014,5,30
1250,2014,6,2
1244.1,2014,6,3
1245.1,2014,6,4
1244,2014,6,5
1253.4,2014,6,6
1252.7,2014,6,9
1252.4,2014,6,10
1259.9,2014,6,11
1260,2014,6,12
1272.5,2014,6,13
1279.8,2014,6,16
1272.8,2014,6,17
1269.9,2014,6,18
1277.2,2014,6,19
1321.4,2014,6,20
1312.3,2014,6,23
1315.6,2014,6,24
1315.3,2014,6,25
1319.6,2014,6,26
1317.4,2014,6,27
1315.3,2014,6,30
1326.7,2014,7,1
1326.8,2014,7,2
1327.3,2014,7,3
1321.1,2014,7,4
1319.6,2014,7,7
1318.4,2014,7,8
1324,2014,7,9
1330.5,2014,7,10
1337.9,2014,7,11
1332.8,2014,7,14
1307.4,2014,7,15
1298.4,2014,7,16
1303.1,2014,7,17
1322.7,2014,7,18
1311,2014,7,21
1306.1,2014,7,22
1304.5,2014,7,23
1297.5,2014,7,24
1294.8,2014,7,25
1307.4,2014,7,28
1310.9,2014,7,29
1298.6,2014,7,30
1295.1,2014,7,31
1284.1,2014,8,1
1294.4,2014,8,4
1288,2014,8,5
1288.1,2014,8,6
1305.3,2014,8,7
1310.8,2014,8,8
1308.4,2014,8,11
1306.2,2014,8,12
1308.8,2014,8,13
1311.8,2014,8,14
1311.7,2014,8,15
1301.4,2014,8,18
1298.8,2014,8,19
1295.4,2014,8,20
1290,2014,8,21
1276,2014,8,22
1424.9,2014,8,25
1289.4,2014,8,26
1281.5,2014,8,27
1284.5,2014,8,28
1289.5,2014,8,29
1288.5,2014,8,31
1287.6,2014,9,1
1284.5,2014,9,2
1266.3,2014,9,3
1268.7,2014,9,4
1263.2,2014,9,5
1268.4,2014,9,8
1246.8,2014,9,9
1256.7,2014,9,10
1237.4,2014,9,11
1227,2014,9,12
1226.7,2014,9,15
1238.3,2014,9,16
1236.2,2014,9,17
1216.2,2014,9,18
1218.3,2014,9,19
1214.9,2014,9,22
1221,2014,9,23
1216.8,2014,9,24
1209.5,2014,9,25
1214.1,2014,9,26
1216.3,2014,9,29
1214.8,2014,9,30
1207.7,2014,10,1
1215.3,2014,10,2
1212.4,2014,10,3
1338.3,2014,10,6
1209.1,2014,10,7
1210.2,2014,10,8
1223.9,2014,10,9
1223.5,2014,10,10
1229.8,2014,10,13
1235.9,2014,10,14
1243.7,2014,10,15
1242.1,2014,10,16
1237.4,2014,10,17
1237.3,2014,10,20
1251,2014,10,21
1244.8,2014,10,22
1228,2014,10,23
1229.4,2014,10,24
1230.2,2014,10,27
1224.9,2014,10,28
1224.3,2014,10,29
1213.7,2014,10,30
1199.6,2014,10,31
1166.4,2014,11,3
1166.9,2014,11,4
1168.1,2014,11,5
1141.1,2014,11,6
1139.9,2014,11,7
1171,2014,11,10
1155,2014,11,11
1162.5,2014,11,12
1163.7,2014,11,13
1155.2,2014,11,14
1183.1,2014,11,17
1197.1,2014,11,18
1196.5,2014,11,19
1191.8,2014,11,20
1191,2014,11,21
1197.7,2014,11,24
1197.1,2014,11,25
1200.5,2014,11,26
1197.3,2014,11,27
1197,2014,11,28
1160,2014,12,1
1212.3,2014,12,2
1198.1,2014,12,3
1208.2,2014,12,4
1203.1,2014,12,5
1190.6,2014,12,8
1202,2014,12,9
1231.2,2014,12,10
1226.6,2014,12,11
1227.8,2014,12,12
1223.1,2014,12,15
1197.2,2014,12,16
1198.2,2014,12,17
1189.7,2014,12,18
1198,2014,12,19
1198,2014,12,22
1179.3,2014,12,23
1177,2014,12,24
1175,2014,12,25
1177.2,2014,12,26
1186.5,2014,12,29
1181.4,2014,12,30
1335.4,2014,12,31
1184.1,2015,1,1
1337.7,2015,1,2
1340,2015,1,5
1362.2,2015,1,6
1353.6,2015,1,7
1351.6,2015,1,8
1357.4,2015,1,9
1357.4,2015,1,12
1377.4,2015,1,13
1364.5,2015,1,14
1380,2015,1,15
1404.9,2015,1,16
1281,2015,1,18
1279.4,2015,1,19
1380,2015,1,20
1391.1,2015,1,21
1425.2,2015,1,22
1417.6,2015,1,23
1405.6,2015,1,26
1414.7,2015,1,27
1402.2,2015,1,28
1380.2,2015,1,29
1384.6,2015,1,30
1382.4,2015,2,2
1367.3,2015,2,3
1367,2015,2,4
1354.9,2015,2,5
1332.6,2015,2,6
1339.9,2015,2,9
1331.2,2015,2,10
1319.2,2015,2,11
1318.7,2015,2,12
1325.2,2015,2,13
1228.2,2015,2,15
1228.7,2015,2,16
1323.3,2015,2,17
1301.5,2015,2,18
1306.9,2015,2,19
1303.2,2015,2,20
1298.7,2015,2,23
1293.1,2015,2,24
1296,2015,2,25
1306.1,2015,2,26
1309.4,2015,2,27
1305.8,2015,3,2
1304.2,2015,3,3
1300.6,2015,3,4
1296.1,2015,3,5
1265.6,2015,3,6
1268,2015,3,9
1258.1,2015,3,10
1248.4,2015,3,11
1249,2015,3,12
1248.9,2015,3,13
1249.3,2015,3,16
1244.5,2015,3,17
1247.5,2015,3,18
1259.5,2015,3,19
1274.7,2015,3,20
1277.5,2015,3,23
1281.2,2015,3,24
1287.3,2015,3,25
1297,2015,3,26
1291.9,2015,3,27
1276.4,2015,3,30
1272.2,2015,3,31
1294.2,2015,4,1
1288.2,2015,4,2
1288.2,2015,4,3
1305.4,2015,4,6
1298.4,2015,4,7
1291.1,2015,4,8
1281.6,2015,4,9
1293.3,2015,4,10
1287.8,2015,4,13
1278.1,2015,4,14
1286.5,2015,4,15
1283,2015,4,16
1288.1,2015,4,17
1279.3,2015,4,20
1289.1,2015,4,21
1274.7,2015,4,22
1282,2015,4,23
1260.4,2015,4,24
1289.2,2015,4,27
1301.4,2015,4,28
1300,2015,4,29
1273,2015,4,30
1266.1,2015,5,1
1279,2015,5,4
1288.2,2015,5,5
1286.7,2015,5,6
1278.5,2015,5,7
1282.5,2015,5,8
1277.3,2015,5,11
1287,2015,5,12
1312.2,2015,5,13
1319,2015,5,14
1318.9,2015,5,15
1321.2,2015,5,18
1317.5,2015,5,19
1303.5,2015,5,20
1298.1,2015,5,21
1299.7,2015,5,22
1205.8,2015,5,24
1204.6,2015,5,25
1288.9,2015,5,26
1278.6,2015,5,27
1280.5,2015,5,28
1280.7,2015,5,29
1280.4,2015,6,1
1287.8,2015,6,2
1279.9,2015,6,3
1270.1,2015,6,4
1264,2015,6,5
1272,2015,6,8
1276.8,2015,6,9
1288.6,2015,6,10
1282.6,2015,6,11
1281,2015,6,12
1285.8,2015,6,15
1279.4,2015,6,16
1276.9,2015,6,17
1300.8,2015,6,18
1299.4,2015,6,19
1282.1,2015,6,22
1274.8,2015,6,23
1271,2015,6,24
1270.3,2015,6,25
1273.1,2015,6,26
1278,2015,6,29
1270.8,2015,6,30
1268.5,2015,7,1
1261.5,2015,7,2
1164.7,2015,7,3
1270.6,2015,7,6
1249.5,2015,7,7
1258.6,2015,7,8
1255.1,2015,7,9
1256.6,2015,7,10
1255,2015,7,13
1252.4,2015,7,14
1246.3,2015,7,15
1243.2,2015,7,16
1230.7,2015,7,17
1205.5,2015,7,20
1199.5,2015,7,21
1187.6,2015,7,22
1190.1,2015,7,23
1180,2015,7,24
1190.6,2015,7,27
1190.6,2015,7,28
1187.5,2015,7,29
1183.4,2015,7,30
1183.1,2015,7,31
1176.8,2015,8,3
1178.7,2015,8,4
1177.1,2015,8,5
1181.6,2015,8,6
1185.8,2015,8,7
1195.8,2015,8,10
1197.7,2015,8,11
1213,2015,8,12
1205.1,2015,8,13
1202.3,2015,8,14
1207.9,2015,8,17
1206.3,2015,8,18
1217.1,2015,8,19
1242.2,2015,8,20
1246.8,2015,8,21
1238.9,2015,8,24
1223.7,2015,8,25
1209,2015,8,26
1207.2,2015,8,27
1218.4,2015,8,28
1216.9,2015,8,31
1221.3,2015,9,1
1214.4,2015,9,2
1203.5,2015,9,3
1200.5,2015,9,4
1122.3,2015,9,6
1119.5,2015,9,7
1199.9,2015,9,8
1180.7,2015,9,9
1187.9,2015,9,10
1181.9,2015,9,11
1185.7,2015,9,14
1180.5,2015,9,15
1188.4,2015,9,16
1194.9,2015,9,17
1214.1,2015,9,18
1209.4,2015,9,21
1199.6,2015,9,22
1206.3,2015,9,23
1226.9,2015,9,24
1218.8,2015,9,25
1204.4,2015,9,28
1199.1,2015,9,29
1183.6,2015,9,30
1182.1,2015,10,1
1204.2,2015,10,2
1203.5,2015,10,5
1211.3,2015,10,6
1214,2015,10,7
1209.9,2015,10,8
1222.4,2015,10,9
1231.1,2015,10,12
1231.7,2015,10,13
1243.6,2015,10,14
1251.4,2015,10,15
1246.6,2015,10,16
1236.3,2015,10,19
1240.9,2015,10,20
1229.7,2015,10,21
1228.2,2015,10,22
1218.7,2015,10,23
1220.3,2015,10,26
1218.2,2015,10,27
1229.3,2015,10,28
1201.8,2015,10,29
1195.2,2015,10,30
1190.4,2015,11,2
1168.6,2015,11,3
1161.2,2015,11,4
1160.1,2015,11,5
1147.9,2015,11,6
1149.2,2015,11,9
1149.4,2015,11,10
1145.4,2015,11,11
1141.3,2015,11,12
1141.3,2015,11,13
1142.5,2015,11,16
1131,2015,11,17
1126.9,2015,11,18
1135.2,2015,11,19
1133.8,2015,11,20
1124.7,2015,11,23
1131.6,2015,11,24
1128.4,2015,11,25
1070.1,2015,11,26
1114.5,2015,11,27
1123.9,2015,11,30
1122,2015,12,1
1112.4,2015,12,2
1120.6,2015,12,3
1143.2,2015,12,4
1134.3,2015,12,7
1134,2015,12,8
1134.9,2015,12,9
1130.3,2015,12,10
1133.8,2015,12,11
1121.4,2015,12,14
1119.8,2015,12,15
1135.3,2015,12,16
1108.1,2015,12,17
1123.3,2015,12,18
1140.5,2015,12,21
1134,2015,12,22
1128.2,2015,12,23
1135.9,2015,12,24
1128.1,2015,12,28
1128.6,2015,12,29
1120.8,2015,12,30
1121,2015,12,31
1135.5,2016,1,4
1138.4,2016,1,5
1151.9,2016,1,6
1162.7,2016,1,7
1151.7,2016,1,8
1148.5,2016,1,11
1137.1,2016,1,12
1137.4,2016,1,13
1123,2016,1,14
1137.5,2016,1,15
1088.6,2016,1,17
1090.2,2016,1,18
1135.8,2016,1,19
1151.7,2016,1,20
1143.6,2016,1,21
1142.6,2016,1,22
1152.4,2016,1,25
1167.3,2016,1,26
1163.9,2016,1,27
1163.7,2016,1,28
1161.9,2016,1,29
1173.5,2016,2,1
1170.1,2016,2,2
1183.3,2016,2,3
1197.7,2016,2,4
1220.4,2016,2,5
1243.8,2016,2,8
1236.9,2016,2,9
1232.6,2016,2,10
1269,2016,2,11
1271.2,2016,2,12
1235.7,2016,2,14
1234,2016,2,15
1230,2016,2,16
1247.2,2016,2,17
1262.5,2016,2,18
1267.4,2016,2,19
1246,2016,2,22
1261.4,2016,2,23
1277.1,2016,2,24
1277,2016,2,25
1258.8,2016,2,26
1273.3,2016,2,29
1271.2,2016,3,1
1283,2016,3,2
1300.7,2016,3,3
1315.6,2016,3,4
1310.3,2016,3,7
1309,2016,3,8
1304,2016,3,9
1299,2016,3,10
1308.6,2016,3,11
1285,2016,3,14
1280.2,2016,3,15
1280.9,2016,3,16
1314.1,2016,3,17
1302,2016,3,18
1292.7,2016,3,21
1298.8,2016,3,22
1299,2016,3,23
1272.4,2016,3,24
1216.7,2016,3,25
1270.7,2016,3,28
1286.3,2016,3,29
1276.9,2016,3,30
1280.9,2016,3,31
1268.9,2016,4,1
1264.7,2016,4,4
1274.5,2016,4,5
1268.8,2016,4,6
1282.3,2016,4,7
1287.3,2016,4,8
1302.4,2016,4,11
1306.4,2016,4,12
1293.9,2016,4,13
1272.1,2016,4,14
1279.7,2016,4,15
1280.3,2016,4,18
1300.8,2016,4,19
1302.3,2016,4,20
1299.5,2016,4,21
1278.8,2016,4,22
1289.1,2016,4,25
1292.4,2016,4,26
1299.8,2016,4,27
1316.8,2016,4,28
1341.4,2016,4,29
1347.3,2016,5,2
1342.8,2016,5,3
1324.3,2016,5,4
1317.8,2016,5,5
1340.1,2016,5,6
1312.9,2016,5,9
1311.3,2016,5,10
1322.6,2016,5,11
1317.7,2016,5,12
1319.5,2016,5,13
1321.8,2016,5,16
1324.9,2016,5,17
1324.3,2016,5,18
1305.9,2016,5,19
1305.9,2016,5,20
1304.9,2016,5,23
1282.7,2016,5,24
1277.4,2016,5,25
1273.6,2016,5,26
1267.6,2016,5,27
1208.25,2016,5,30
1269.3,2016,5,31
1267.2,2016,6,1
1264.9,2016,6,2
1294.6,2016,6,3
1299.4,2016,6,6
1298.8,2016,6,7
1314,2016,6,8
1324.4,2016,6,9
1327.7,2016,6,10
1337.7,2016,6,13
1335.2,2016,6,14
1335,2016,6,15
1345.6,2016,6,16
1342.9,2016,6,17
1344.2,2016,6,20
1324.6,2016,6,21
1322.1,2016,6,22
1317.7,2016,6,23
1376.8,2016,6,24
1378.8,2016,6,27
1372.2,2016,6,28
1381.4,2016,6,29
1375,2016,6,30
1394.3,2016,7,1
1344.5,2016,7,3
1345,2016,7,4
1414.4,2016,7,5
1422.8,2016,7,6
1415,2016,7,7
1412,2016,7,8
1411.3,2016,7,11
1390.7,2016,7,12
1399,2016,7,13
1387.7,2016,7,14
1383.5,2016,7,15
1385.4,2016,7,18
1392.3,2016,7,19
1379.7,2016,7,20
1392.2,2016,7,21
1385.5,2016,7,22
1381.3,2016,7,25
1382.6,2016,7,26
1392,2016,7,27
1402.8,2016,7,28
1415.7,2016,7,29
1416.2,2016,8,1
1429.4,2016,8,2
1423.9,2016,8,3
1427.9,2016,8,4
1407.9,2016,8,5
1405.3,2016,8,8
1409.9,2016,8,9
1415.6,2016,8,10
1414,2016,8,11
1406.8,2016,8,12
1410.6,2016,8,15
1410.7,2016,8,16
1410.6,2016,8,17
1419.1,2016,8,18
1408,2016,8,19
1405.2,2016,8,22
1407.8,2016,8,23
1389,2016,8,24
1384.4,2016,8,25
1383.2,2016,8,26
1384.4,2016,8,29
1374.5,2016,8,30
1367.9,2016,8,31
1372.6,2016,9,1
1385.3,2016,9,2
1328.2,2016,9,4
1326.35,2016,9,5
1411.1,2016,9,6
1407.1,2016,9,7
1400.2,2016,9,8
1393.1,2016,9,9
1384.4,2016,9,12
1380.8,2016,9,13
1386.7,2016,9,14
1379.3,2016,9,15
1367.1,2016,9,16
1374.4,2016,9,19
1374.7,2016,9,20
1388.3,2016,9,21
1399.2,2016,9,22
1396,2016,9,23
1398.6,2016,9,26
1384.4,2016,9,27
1376.7,2016,9,28
1379.1,2016,9,29
1383.5,2016,9,30
1365.9,2016,10,3
1322.1,2016,10,4
1321.3,2016,10,5
1305.5,2016,10,6
1304.5,2016,10,7
1313.9,2016,10,10
1309.5,2016,10,11
1307.7,2016,10,12
1312.3,2016,10,13
1310.4,2016,10,14
1311.8,2016,10,17
1318.6,2016,10,18
1325.2,2016,10,19
1323.5,2016,10,20
1323,2016,10,21
1317.2,2016,10,24
1331.6,2016,10,25
1324.6,2016,10,26
1330,2016,10,27
1337.1,2016,10,28
1333.7,2016,10,31
1348,2016,11,1
1368,2016,11,2
1351,2016,11,3
1365.7,2016,11,4
1340.4,2016,11,7
1336.2,2016,11,8
1334,2016,11,9
1326.6,2016,11,10
1282.7,2016,11,11
1286.9,2016,11,14
1290.9,2016,11,15
1290.3,2016,11,16
1340,2016,11,17
1276.4,2016,11,18
1276.8,2016,11,21
1278,2016,11,22
1256.9,2016,11,23
1189.2,2016,11,24
1245.5,2016,11,25
1258.6,2016,11,28
1255.5,2016,11,29
1238.4,2016,11,30
1233.7,2016,12,1
1242.4,2016,12,2
1236.7,2016,12,5
1235,2016,12,6
1250.6,2016,12,7
1246.4,2016,12,8
1236,2016,12,9
1240.3,2016,12,12
1233.6,2016,12,13
1238.3,2016,12,14
1213.1,2016,12,15
1220.9,2016,12,16
1225.9,2016,12,19
1217,2016,12,20
1216.5,2016,12,21
