Date,Price,Year,Month,Day
27/01/2015,1414.7,2015,1,27
28/01/2015,1402.2,2015,1,28
29/01/2015,1380.2,2015,1,29
30/01/2015,1384.6,2015,1,30
02/02/2015,1382.4,2015,2,2
03/02/2015,1367.3,2015,2,3
04/02/2015,1367,2015,2,4
05/02/2015,1354.9,2015,2,5
06/02/2015,1332.6,2015,2,6
09/02/2015,1339.9,2015,2,9
10/02/2015,1331.2,2015,2,10
11/02/2015,1319.2,2015,2,11
12/02/2015,1318.7,2015,2,12
13/02/2015,1325.2,2015,2,13
15/02/2015,1228.2,2015,2,15
16/02/2015,1228.7,2015,2,16
17/02/2015,1323.3,2015,2,17
18/02/2015,1301.5,2015,2,18
19/02/2015,1306.9,2015,2,19
20/02/2015,1303.2,2015,2,20
23/02/2015,1298.7,2015,2,23
24/02/2015,1293.1,2015,2,24
25/02/2015,1296,2015,2,25
26/02/2015,1306.1,2015,2,26
27/02/2015,1309.4,2015,2,27
02/03/2015,1305.8,2015,3,2
03/03/2015,1304.2,2015,3,3
04/03/2015,1300.6,2015,3,4
05/03/2015,1296.1,2015,3,5
06/03/2015,1265.6,2015,3,6
09/03/2015,1268,2015,3,9
10/03/2015,1258.1,2015,3,10
11/03/2015,1248.4,2015,3,11
12/03/2015,1249,2015,3,12
13/03/2015,1248.9,2015,3,13
16/03/2015,1249.3,2015,3,16
17/03/2015,1244.5,2015,3,17
18/03/2015,1247.5,2015,3,18
19/03/2015,1259.5,2015,3,19
20/03/2015,1274.7,2015,3,20
23/03/2015,1277.5,2015,3,23
24/03/2015,1281.2,2015,3,24
25/03/2015,1287.3,2015,3,25
26/03/2015,1297,2015,3,26
27/03/2015,1291.9,2015,3,27
30/03/2015,1276.4,2015,3,30
31/03/2015,1272.2,2015,3,31
01/04/2015,1294.2,2015,4,1
02/04/2015,1288.2,2015,4,2
03/04/2015,1288.2,2015,4,3
06/04/2015,1305.4,2015,4,6
07/04/2015,1298.4,2015,4,7
08/04/2015,1291.1,2015,4,8
09/04/2015,1281.6,2015,4,9
10/04/2015,1293.3,2015,4,10
13/04/2015,1287.8,2015,4,13
14/04/2015,1278.1,2015,4,14
15/04/2015,1286.5,2015,4,15
16/04/2015,1283,2015,4,16
17/04/2015,1288.1,2015,4,17
20/04/2015,1279.3,2015,4,20
21/04/2015,1289.1,2015,4,21
22/04/2015,1274.7,2015,4,22
23/04/2015,1282,2015,4,23
24/04/2015,1260.4,2015,4,24
27/04/2015,1289.2,2015,4,27
28/04/2015,1301.4,2015,4,28
29/04/2015,1300,2015,4,29
30/04/2015,1273,2015,4,30
01/05/2015,1266.1,2015,5,1
04/05/2015,1279,2015,5,4
05/05/2015,1288.2,2015,5,5
06/05/2015,1286.7,2015,5,6
07/05/2015,1278.5,2015,5,7
08/05/2015,1282.5,2015,5,8
11/05/2015,1277.3,2015,5,11
12/05/2015,1287,2015,5,12
13/05/2015,1312.2,2015,5,13
14/05/2015,1319,2015,5,14
15/05/2015,1318.9,2015,5,15
18/05/2015,1321.2,2015,5,18
19/05/2015,1317.5,2015,5,19
20/05/2015,1303.5,2015,5,20
21/05/2015,1298.1,2015,5,21
22/05/2015,1299.7,2015,5,22
24/05/2015,1205.8,2015,5,24
25/05/2015,1204.6,2015,5,25
26/05/2015,1288.9,2015,5,26
27/05/2015,1278.6,2015,5,27
28/05/2015,1280.5,2015,5,28
29/05/2015,1280.7,2015,5,29
01/06/2015,1280.4,2015,6,1
02/06/2015,1287.8,2015,6,2
03/06/2015,1279.9,2015,6,3
04/06/2015,1270.1,2015,6,4
05/06/2015,1264,2015,6,5
08/06/2015,1272,2015,6,8
09/06/2015,1276.8,2015,6,9
10/06/2015,1288.6,2015,6,10
11/06/2015,1282.6,2015,6,11
12/06/2015,1281,2015,6,12
15/06/2015,1285.8,2015,6,15
16/06/2015,1279.4,2015,6,16
17/06/2015,1276.9,2015,6,17
18/06/2015,1300.8,2015,6,18
19/06/2015,1299.4,2015,6,19
22/06/2015,1282.1,2015,6,22
23/06/2015,1274.8,2015,6,23
24/06/2015,1271,2015,6,24
25/06/2015,1270.3,2015,6,25
26/06/2015,1273.1,2015,6,26
29/06/2015,1278,2015,6,29
30/06/2015,1270.8,2015,6,30
01/07/2015,1268.5,2015,7,1
02/07/2015,1261.5,2015,7,2
03/07/2015,1164.7,2015,7,3
06/07/2015,1270.6,2015,7,6
07/07/2015,1249.5,2015,7,7
08/07/2015,1258.6,2015,7,8
09/07/2015,1255.1,2015,7,9
10/07/2015,1256.6,2015,7,10
13/07/2015,1255,2015,7,13
14/07/2015,1252.4,2015,7,14
15/07/2015,1246.3,2015,7,15
16/07/2015,1243.2,2015,7,16
17/07/2015,1230.7,2015,7,17
20/07/2015,1205.5,2015,7,20
21/07/2015,1199.5,2015,7,21
22/07/2015,1187.6,2015,7,22
23/07/2015,1190.1,2015,7,23
24/07/2015,1180,2015,7,24
27/07/2015,1190.6,2015,7,27
28/07/2015,1190.6,2015,7,28
29/07/2015,1187.5,2015,7,29
30/07/2015,1183.4,2015,7,30
31/07/2015,1183.1,2015,7,31
03/08/2015,1176.8,2015,8,3
04/08/2015,1178.7,2015,8,4
05/08/2015,1177.1,2015,8,5
06/08/2015,1181.6,2015,8,6
07/08/2015,1185.8,2015,8,7
10/08/2015,1195.8,2015,8,10
11/08/2015,1197.7,2015,8,11
12/08/2015,1213,2015,8,12
13/08/2015,1205.1,2015,8,13
14/08/2015,1202.3,2015,8,14
17/08/2015,1207.9,2015,8,17
18/08/2015,1206.3,2015,8,18
19/08/2015,1217.1,2015,8,19
20/08/2015,1242.2,2015,8,20
21/08/2015,1246.8,2015,8,21
24/08/2015,1238.9,2015,8,24
25/08/2015,1223.7,2015,8,25
26/08/2015,1209,2015,8,26
27/08/2015,1207.2,2015,8,27
28/08/2015,1218.4,2015,8,28
31/08/2015,1216.9,2015,8,31
01/09/2015,1221.3,2015,9,1
02/09/2015,1214.4,2015,9,2
03/09/2015,1203.5,2015,9,3
04/09/2015,1200.5,2015,9,4
06/09/2015,1122.3,2015,9,6
07/09/2015,1119.5,2015,9,7
08/09/2015,1199.9,2015,9,8
09/09/2015,1180.7,2015,9,9
10/09/2015,1187.9,2015,9,10
11/09/2015,1181.9,2015,9,11
14/09/2015,1185.7,2015,9,14
15/09/2015,1180.5,2015,9,15
16/09/2015,1188.4,2015,9,16
17/09/2015,1194.9,2015,9,17
18/09/2015,1214.1,2015,9,18
21/09/2015,1209.4,2015,9,21
22/09/2015,1199.6,2015,9,22
23/09/2015,1206.3,2015,9,23
24/09/2015,1226.9,2015,9,24
25/09/2015,1218.8,2015,9,25
28/09/2015,1204.4,2015,9,28
29/09/2015,1199.1,2015,9,29
30/09/2015,1183.6,2015,9,30
01/10/2015,1182.1,2015,10,1
02/10/2015,1204.2,2015,10,2
05/10/2015,1203.5,2015,10,5
06/10/2015,1211.3,2015,10,6
07/10/2015,1214,2015,10,7
08/10/2015,1209.9,2015,10,8
09/10/2015,1222.4,2015,10,9
12/10/2015,1231.1,2015,10,12
13/10/2015,1231.7,2015,10,13
14/10/2015,1243.6,2015,10,14
15/10/2015,1251.4,2015,10,15
16/10/2015,1246.6,2015,10,16
19/10/2015,1236.3,2015,10,19
20/10/2015,1240.9,2015,10,20
21/10/2015,1229.7,2015,10,21
22/10/2015,1228.2,2015,10,22
23/10/2015,1218.7,2015,10,23
26/10/2015,1220.3,2015,10,26
27/10/2015,1218.2,2015,10,27
28/10/2015,1229.3,2015,10,28
29/10/2015,1201.8,2015,10,29
30/10/2015,1195.2,2015,10,30
02/11/2015,1190.4,2015,11,2
03/11/2015,1168.6,2015,11,3
04/11/2015,1161.2,2015,11,4
05/11/2015,1160.1,2015,11,5
06/11/2015,1147.9,2015,11,6
09/11/2015,1149.2,2015,11,9
10/11/2015,1149.4,2015,11,10
11/11/2015,1145.4,2015,11,11
12/11/2015,1141.3,2015,11,12
13/11/2015,1141.3,2015,11,13
16/11/2015,1142.5,2015,11,16
17/11/2015,1131,2015,11,17
18/11/2015,1126.9,2015,11,18
19/11/2015,1135.2,2015,11,19
20/11/2015,1133.8,2015,11,20
23/11/2015,1124.7,2015,11,23
24/11/2015,1131.6,2015,11,24
25/11/2015,1128.4,2015,11,25
26/11/2015,1070.1,2015,11,26
27/11/2015,1114.5,2015,11,27
30/11/2015,1123.9,2015,11,30
01/12/2015,1122,2015,12,1
02/12/2015,1112.4,2015,12,2
03/12/2015,1120.6,2015,12,3
04/12/2015,1143.2,2015,12,4
07/12/2015,1134.3,2015,12,7
08/12/2015,1134,2015,12,8
09/12/2015,1134.9,2015,12,9
10/12/2015,1130.3,2015,12,10
11/12/2015,1133.8,2015,12,11
14/12/2015,1121.4,2015,12,14
15/12/2015,1119.8,2015,12,15
16/12/2015,1135.3,2015,12,16
17/12/2015,1108.1,2015,12,17
18/12/2015,1123.3,2015,12,18
21/12/2015,1140.5,2015,12,21
22/12/2015,1134,2015,12,22
23/12/2015,1128.2,2015,12,23
24/12/2015,1135.9,2015,12,24
28/12/2015,1128.1,2015,12,28
29/12/2015,1128.6,2015,12,29
30/12/2015,1120.8,2015,12,30
31/12/2015,1121,2015,12,31
04/01/2016,1135.5,2016,1,4
05/01/2016,1138.4,2016,1,5
06/01/2016,1151.9,2016,1,6
07/01/2016,1162.7,2016,1,7
08/01/2016,1151.7,2016,1,8
11/01/2016,1148.5,2016,1,11
12/01/2016,1137.1,2016,1,12
13/01/2016,1137.4,2016,1,13
14/01/2016,1123,2016,1,14
15/01/2016,1137.5,2016,1,15
17/01/2016,1088.6,2016,1,17
18/01/2016,1090.2,2016,1,18
19/01/2016,1135.8,2016,1,19
20/01/2016,1151.7,2016,1,20
21/01/2016,1143.6,2016,1,21
22/01/2016,1142.6,2016,1,22
25/01/2016,1152.4,2016,1,25
26/01/2016,1167.3,2016,1,26
27/01/2016,1163.9,2016,1,27
28/01/2016,1163.7,2016,1,28
29/01/2016,1161.9,2016,1,29
01/02/2016,1173.5,2016,2,1
02/02/2016,1170.1,2016,2,2
03/02/2016,1183.3,2016,2,3
04/02/2016,1197.7,2016,2,4
05/02/2016,1220.4,2016,2,5
08/02/2016,1243.8,2016,2,8
09/02/2016,1236.9,2016,2,9
10/02/2016,1232.6,2016,2,10
11/02/2016,1269,2016,2,11
12/02/2016,1271.2,2016,2,12
14/02/2016,1235.7,2016,2,14
15/02/2016,1234,2016,2,15
16/02/2016,1230,2016,2,16
17/02/2016,1247.2,2016,2,17
18/02/2016,1262.5,2016,2,18
19/02/2016,1267.4,2016,2,19
22/02/2016,1246,2016,2,22
23/02/2016,1261.4,2016,2,23
24/02/2016,1277.1,2016,2,24
25/02/2016,1277,2016,2,25
26/02/2016,1258.8,2016,2,26
29/02/2016,1273.3,2016,2,29
01/03/2016,1271.2,2016,3,1
02/03/2016,1283,2016,3,2
03/03/2016,1300.7,2016,3,3
04/03/2016,1315.6,2016,3,4
07/03/2016,1310.3,2016,3,7
08/03/2016,1309,2016,3,8
09/03/2016,1304,2016,3,9
10/03/2016,1299,2016,3,10
11/03/2016,1308.6,2016,3,11
14/03/2016,1285,2016,3,14
15/03/2016,1280.2,2016,3,15
16/03/2016,1280.9,2016,3,16
17/03/2016,1314.1,2016,3,17
18/03/2016,1302,2016,3,18
21/03/2016,1292.7,2016,3,21
22/03/2016,1298.8,2016,3,22
23/03/2016,1299,2016,3,23
24/03/2016,1272.4,2016,3,24
25/03/2016,1216.7,2016,3,25
28/03/2016,1270.7,2016,3,28
29/03/2016,1286.3,2016,3,29
30/03/2016,1276.9,2016,3,30
31/03/2016,1280.9,2016,3,31
01/04/2016,1268.9,2016,4,1
04/04/2016,1264.7,2016,4,4
05/04/2016,1274.5,2016,4,5
06/04/2016,1268.8,2016,4,6
07/04/2016,1282.3,2016,4,7
08/04/2016,1287.3,2016,4,8
11/04/2016,1302.4,2016,4,11
12/04/2016,1306.4,2016,4,12
13/04/2016,1293.9,2016,4,13
14/04/2016,1272.1,2016,4,14
15/04/2016,1279.7,2016,4,15
18/04/2016,1280.3,2016,4,18
19/04/2016,1300.8,2016,4,19
20/04/2016,1302.3,2016,4,20
21/04/2016,1299.5,2016,4,21
22/04/2016,1278.8,2016,4,22
25/04/2016,1289.1,2016,4,25
26/04/2016,1292.4,2016,4,26
27/04/2016,1299.8,2016,4,27
28/04/2016,1316.8,2016,4,28
29/04/2016,1341.4,2016,4,29
02/05/2016,1347.3,2016,5,2
03/05/2016,1342.8,2016,5,3
04/05/2016,1324.3,2016,5,4
05/05/2016,1317.8,2016,5,5
06/05/2016,1340.1,2016,5,6
09/05/2016,1312.9,2016,5,9
10/05/2016,1311.3,2016,5,10
11/05/2016,1322.6,2016,5,11
12/05/2016,1317.7,2016,5,12
13/05/2016,1319.5,2016,5,13
16/05/2016,1321.8,2016,5,16
17/05/2016,1324.9,2016,5,17
18/05/2016,1324.3,2016,5,18
19/05/2016,1305.9,2016,5,19
20/05/2016,1305.9,2016,5,20
23/05/2016,1304.9,2016,5,23
24/05/2016,1282.7,2016,5,24
25/05/2016,1277.4,2016,5,25
26/05/2016,1273.6,2016,5,26
27/05/2016,1267.6,2016,5,27
30/05/2016,1208.25,2016,5,30
31/05/2016,1269.3,2016,5,31
01/06/2016,1267.2,2016,6,1
02/06/2016,1264.9,2016,6,2
03/06/2016,1294.6,2016,6,3
06/06/2016,1299.4,2016,6,6
07/06/2016,1298.8,2016,6,7
08/06/2016,1314,2016,6,8
09/06/2016,1324.4,2016,6,9
10/06/2016,1327.7,2016,6,10
13/06/2016,1337.7,2016,6,13
14/06/2016,1335.2,2016,6,14
15/06/2016,1335,2016,6,15
16/06/2016,1345.6,2016,6,16
17/06/2016,1342.9,2016,6,17
20/06/2016,1344.2,2016,6,20
21/06/2016,1324.6,2016,6,21
22/06/2016,1322.1,2016,6,22
23/06/2016,1317.7,2016,6,23
24/06/2016,1376.8,2016,6,24
27/06/2016,1378.8,2016,6,27
28/06/2016,1372.2,2016,6,28
29/06/2016,1381.4,2016,6,29
30/06/2016,1375,2016,6,30
01/07/2016,1394.3,2016,7,1
03/07/2016,1344.5,2016,7,3
04/07/2016,1345,2016,7,4
05/07/2016,1414.4,2016,7,5
06/07/2016,1422.8,2016,7,6
07/07/2016,1415,2016,7,7
08/07/2016,1412,2016,7,8
11/07/2016,1411.3,2016,7,11
12/07/2016,1390.7,2016,7,12
13/07/2016,1399,2016,7,13
14/07/2016,1387.7,2016,7,14
15/07/2016,1383.5,2016,7,15
18/07/2016,1385.4,2016,7,18
19/07/2016,1392.3,2016,7,19
20/07/2016,1379.7,2016,7,20
21/07/2016,1392.2,2016,7,21
22/07/2016,1385.5,2016,7,22
25/07/2016,1381.3,2016,7,25
26/07/2016,1382.6,2016,7,26
27/07/2016,1392,2016,7,27
28/07/2016,1402.8,2016,7,28
29/07/2016,1415.7,2016,7,29
01/08/2016,1416.2,2016,8,1
02/08/2016,1429.4,2016,8,2
03/08/2016,1423.9,2016,8,3
04/08/2016,1427.9,2016,8,4
05/08/2016,1407.9,2016,8,5
08/08/2016,1405.3,2016,8,8
09/08/2016,1409.9,2016,8,9
10/08/2016,1415.6,2016,8,10
11/08/2016,1414,2016,8,11
12/08/2016,1406.8,2016,8,12
15/08/2016,1410.6,2016,8,15
16/08/2016,1410.7,2016,8,16
17/08/2016,1410.6,2016,8,17
18/08/2016,1419.1,2016,8,18
19/08/2016,1408,2016,8,19
22/08/2016,1405.2,2016,8,22
23/08/2016,1407.8,2016,8,23
24/08/2016,1389,2016,8,24
25/08/2016,1384.4,2016,8,25
26/08/2016,1383.2,2016,8,26
29/08/2016,1384.4,2016,8,29
30/08/2016,1374.5,2016,8,30
31/08/2016,1367.9,2016,8,31
01/09/2016,1372.6,2016,9,1
02/09/2016,1385.3,2016,9,2
04/09/2016,1328.2,2016,9,4
05/09/2016,1326.35,2016,9,5
06/09/2016,1411.1,2016,9,6
07/09/2016,1407.1,2016,9,7
08/09/2016,1400.2,2016,9,8
09/09/2016,1393.1,2016,9,9
12/09/2016,1384.4,2016,9,12
13/09/2016,1380.8,2016,9,13
14/09/2016,1386.7,2016,9,14
15/09/2016,1379.3,2016,9,15
16/09/2016,1367.1,2016,9,16
19/09/2016,1374.4,2016,9,19
20/09/2016,1374.7,2016,9,20
21/09/2016,1388.3,2016,9,21
22/09/2016,1399.2,2016,9,22
23/09/2016,1396,2016,9,23
26/09/2016,1398.6,2016,9,26
27/09/2016,1384.4,2016,9,27
28/09/2016,1376.7,2016,9,28
29/09/2016,1379.1,2016,9,29
30/09/2016,1383.5,2016,9,30
03/10/2016,1365.9,2016,10,3
04/10/2016,1322.1,2016,10,4
05/10/2016,1321.3,2016,10,5
06/10/2016,1305.5,2016,10,6
07/10/2016,1304.5,2016,10,7
10/10/2016,1313.9,2016,10,10
11/10/2016,1309.5,2016,10,11
12/10/2016,1307.7,2016,10,12
13/10/2016,1312.3,2016,10,13
14/10/2016,1310.4,2016,10,14
17/10/2016,1311.8,2016,10,17
18/10/2016,1318.6,2016,10,18
19/10/2016,1325.2,2016,10,19
20/10/2016,1323.5,2016,10,20
21/10/2016,1323,2016,10,21
24/10/2016,1317.2,2016,10,24
25/10/2016,1331.6,2016,10,25
26/10/2016,1324.6,2016,10,26
27/10/2016,1330,2016,10,27
28/10/2016,1337.1,2016,10,28
31/10/2016,1333.7,2016,10,31
01/11/2016,1348,2016,11,1
02/11/2016,1368,2016,11,2
03/11/2016,1351,2016,11,3
04/11/2016,1365.7,2016,11,4
07/11/2016,1340.4,2016,11,7
08/11/2016,1336.2,2016,11,8
09/11/2016,1334,2016,11,9
10/11/2016,1326.6,2016,11,10
11/11/2016,1282.7,2016,11,11
14/11/2016,1286.9,2016,11,14
15/11/2016,1290.9,2016,11,15
16/11/2016,1290.3,2016,11,16
17/11/2016,1340,2016,11,17
18/11/2016,1276.4,2016,11,18
21/11/2016,1276.8,2016,11,21
22/11/2016,1278,2016,11,22
23/11/2016,1256.9,2016,11,23
24/11/2016,1189.2,2016,11,24
25/11/2016,1245.5,2016,11,25
28/11/2016,1258.6,2016,11,28
29/11/2016,1255.5,2016,11,29
30/11/2016,1238.4,2016,11,30
01/12/2016,1233.7,2016,12,1
02/12/2016,1242.4,2016,12,2
05/12/2016,1236.7,2016,12,5
06/12/2016,1235,2016,12,6
07/12/2016,1250.6,2016,12,7
08/12/2016,1246.4,2016,12,8
09/12/2016,1236,2016,12,9
12/12/2016,1240.3,2016,12,12
13/12/2016,1233.6,2016,12,13
14/12/2016,1238.3,2016,12,14
15/12/2016,1213.1,2016,12,15
16/12/2016,1220.9,2016,12,16
19/12/2016,1225.9,2016,12,19
20/12/2016,1217,2016,12,20
21/12/2016,1216.5,2016,12,21
22/12/2016,1213.8,2016,12,22
23/12/2016,1216.8,2016,12,23
25/12/2016,1135,2016,12,25
26/12/2016,1135,2016,12,26
27/12/2016,1221.9,2016,12,27
28/12/2016,1224,2016,12,28
29/12/2016,1241.2,2016,12,29
30/12/2016,1239,2016,12,30
02/01/2017,1151,2017,1,2
03/01/2017,1232.4,2017,1,3
04/01/2017,1247.1,2017,1,4
05/01/2017,1262.1,2017,1,5
06/01/2017,1256,2017,1,6
09/01/2017,1262.8,2017,1,9
10/01/2017,1268.5,2017,1,10
11/01/2017,1280,2017,1,11
12/01/2017,1283.3,2017,1,12
13/01/2017,1281.3,2017,1,13
15/01/2017,1197.3,2017,1,15
16/01/2017,1203.25,2017,1,16
17/01/2017,1297.4,2017,1,17
18/01/2017,1295.7,2017,1,18
19/01/2017,1284,2017,1,19
20/01/2017,1289.2,2017,1,20
23/01/2017,1298.9,2017,1,23
24/01/2017,1299.6,2017,1,24
25/01/2017,1281.1,2017,1,25
26/01/2017,1275.1,2017,1,26
27/01/2017,1271.7,2017,1,27
30/01/2017,1276.4,2017,1,30
31/01/2017,1291.8,2017,1,31
01/02/2017,1289,2017,2,1
02/02/2017,1300.6,2017,2,2
03/02/2017,1302.2,2017,2,3
06/02/2017,1313.3,2017,2,6
07/02/2017,1314.1,2017,2,7
08/02/2017,1323.9,2017,2,8
09/02/2017,1315.4,2017,2,9
10/02/2017,1319,2017,2,10
13/02/2017,1304.9,2017,2,13
14/02/2017,1304.9,2017,2,14
15/02/2017,1314.2,2017,2,15
16/02/2017,1322.7,2017,2,16
17/02/2017,1319.4,2017,2,17
19/02/2017,1236,2017,2,19
20/02/2017,1237.25,2017,2,20
21/02/2017,1319.2,2017,2,21
22/02/2017,1313.3,2017,2,22
23/02/2017,1331.7,2017,2,23
24/02/2017,1338.4,2017,2,24
27/02/2017,1339.1,2017,2,27
28/02/2017,1334.3,2017,2,28
01/03/2017,1331.1,2017,3,1
02/03/2017,1313.9,2017,3,2
03/03/2017,1308.8,2017,3,3
06/03/2017,1360,2017,3,6
07/03/2017,1307.6,2017,3,7
08/03/2017,1291.9,2017,3,8
09/03/2017,1285.7,2017,3,9
10/03/2017,1284,2017,3,10
13/03/2017,1294,2017,3,13
14/03/2017,1286.3,2017,3,14
15/03/2017,1284.3,2017,3,15
16/03/2017,1310.7,2017,3,16
17/03/2017,1313.6,2017,3,17
20/03/2017,1317.2,2017,3,20
21/03/2017,1316.5,2017,3,21
22/03/2017,1331.5,2017,3,22
23/03/2017,1328.5,2017,3,23
24/03/2017,1330.4,2017,3,24
27/03/2017,1337.4,2017,3,27
28/03/2017,1338.7,2017,3,28
29/03/2017,1335.5,2017,3,29
30/03/2017,1344,2017,3,30
31/03/2017,1339,2017,3,31
03/04/2017,1332.7,2017,4,3
04/04/2017,1333.1,2017,4,4
05/04/2017,1327.5,2017,4,5
06/04/2017,1332.4,2017,4,6
07/04/2017,1336.8,2017,4,7
10/04/2017,1333.3,2017,4,10
11/04/2017,1353.4,2017,4,11
12/04/2017,1357.3,2017,4,12
13/04/2017,1366.7,2017,4,13
14/04/2017,1289.65,2017,4,14
17/04/2017,1369.8,2017,4,17
18/04/2017,1370.9,2017,4,18
19/04/2017,1360.5,2017,4,19
20/04/2017,1361.7,2017,4,20
21/04/2017,1359.8,2017,4,21
24/04/2017,1355.8,2017,4,24
25/04/2017,1346,2017,4,25
26/04/2017,1343,2017,4,26
27/04/2017,1344.7,2017,4,27
28/04/2017,1347.1,2017,4,28
01/05/2017,1392.6,2017,5,1
02/05/2017,1336.1,2017,5,2
03/05/2017,1326.9,2017,5,3
04/05/2017,1312.1,2017,5,4
05/05/2017,1305.8,2017,5,5
08/05/2017,1306.1,2017,5,8
09/05/2017,1306.1,2017,5,9
10/05/2017,1305,2017,5,10
11/05/2017,1302.9,2017,5,11
12/05/2017,1305.7,2017,5,12
15/05/2017,1307.5,2017,5,15
16/05/2017,1312.7,2017,5,16
17/05/2017,1336.2,2017,5,17
18/05/2017,1339.8,2017,5,18
19/05/2017,1329.9,2017,5,19
22/05/2017,1338,2017,5,22
23/05/2017,1332.1,2017,5,23
24/05/2017,1329.7,2017,5,24
25/05/2017,1333.3,2017,5,25
26/05/2017,1344.8,2017,5,26
28/05/2017,1266.31,2017,5,28
29/05/2017,1268.02,2017,5,29
30/05/2017,1339.1,2017,5,30
31/05/2017,1348.5,2017,5,31
01/06/2017,1343.2,2017,6,1
02/06/2017,1353.1,2017,6,2
05/06/2017,1355.6,2017,6,5
06/06/2017,1370,2017,6,6
07/06/2017,1365.6,2017,6,7
08/06/2017,1351.9,2017,6,8
09/06/2017,1343.9,2017,6,9
12/06/2017,1341.5,2017,6,12
13/06/2017,1342.8,2017,6,13
14/06/2017,1348.2,2017,6,14
15/06/2017,1326.8,2017,6,15
16/06/2017,1328.5,2017,6,16
19/06/2017,1318.8,2017,6,19
20/06/2017,1315.2,2017,6,20
21/06/2017,1317.1,2017,6,21
22/06/2017,1320.4,2017,6,22
23/06/2017,1327.7,2017,6,23
26/06/2017,1317.7,2017,6,26
27/06/2017,1318.4,2017,6,27
28/06/2017,1320.8,2017,6,28
29/06/2017,1322.8,2017,6,29
30/06/2017,1314,2017,6,30
03/07/2017,1289.9,2017,7,3
04/07/2017,1224.3,2017,7,4
05/07/2017,1293.9,2017,7,5
06/07/2017,1296.7,2017,7,6
07/07/2017,1282.3,2017,7,7
10/07/2017,1286,2017,7,10
11/07/2017,1287.7,2017,7,11
12/07/2017,1291.2,2017,7,12
13/07/2017,1288.5,2017,7,13
14/07/2017,1289,2017,7,14
17/07/2017,1305.4,2017,7,17
18/07/2017,1313.5,2017,7,18
19/07/2017,1313.7,2017,7,19
20/07/2017,1317.1,2017,7,20
21/07/2017,1325.9,2017,7,21
24/07/2017,1323.6,2017,7,24
25/07/2017,1323.2,2017,7,25
26/07/2017,1322.4,2017,7,26
27/07/2017,1333.7,2017,7,27
28/07/2017,1342.6,2017,7,28
31/07/2017,1340.7,2017,7,31
01/08/2017,1346.3,2017,8,1
02/08/2017,1345.5,2017,8,2
03/08/2017,1341.6,2017,8,3
04/08/2017,1331.7,2017,8,4
07/08/2017,1326.4,2017,8,7
08/08/2017,1330.4,2017,8,8
09/08/2017,1347,2017,8,9
10/08/2017,1357.8,2017,8,10
11/08/2017,1361.4,2017,8,11
14/08/2017,1358.1,2017,8,14
15/08/2017,1347.5,2017,8,15
16/08/2017,1350.8,2017,8,16
17/08/2017,1359.9,2017,8,17
18/08/2017,1362.7,2017,8,18
21/08/2017,1364.1,2017,8,21
22/08/2017,1358.6,2017,8,22
23/08/2017,1361.7,2017,8,23
24/08/2017,1358.9,2017,8,24
25/08/2017,1364.8,2017,8,25
28/08/2017,1381.9,2017,8,28
29/08/2017,1385.7,2017,8,29
30/08/2017,1380.9,2017,8,30
31/08/2017,1389.5,2017,8,31
01/09/2017,1397.1,2017,9,1
03/09/2017,1340.54,2017,9,3
04/09/2017,1341.21,2017,9,4
05/09/2017,1411.2,2017,9,5
06/09/2017,1405.9,2017,9,6
07/09/2017,1418,2017,9,7
08/09/2017,1419.3,2017,9,8
11/09/2017,1404.1,2017,9,11
12/09/2017,1406.6,2017,9,12
13/09/2017,1396.7,2017,9,13
14/09/2017,1399.2,2017,9,14
15/09/2017,1395.1,2017,9,15
18/09/2017,1380.3,2017,9,18
19/09/2017,1382.6,2017,9,19
20/09/2017,1388.3,2017,9,20
21/09/2017,1367.3,2017,9,21
22/09/2017,1369.4,2017,9,22
25/09/2017,1382,2017,9,25
26/09/2017,1374.1,2017,9,26
27/09/2017,1360.7,2017,9,27
28/09/2017,1361.3,2017,9,28
29/09/2017,1357.6,2017,9,29
02/10/2017,1350.1,2017,10,2
03/10/2017,1353.3,2017,10,3
04/10/2017,1351,2017,10,4
05/10/2017,1348.3,2017,10,5
06/10/2017,1350,2017,10,6
09/10/2017,1362,2017,10,9
10/10/2017,1374.7,2017,10,10
11/10/2017,1364.5,2017,10,11
12/10/2017,1372.3,2017,10,12
13/10/2017,1372,2017,10,13
16/10/2017,1382,2017,10,16
17/10/2017,1362.5,2017,10,17
18/10/2017,1359.3,2017,10,18
19/10/2017,1365.9,2017,10,19
20/10/2017,1356.2,2017,10,20
23/10/2017,1356.9,2017,10,23
24/10/2017,1354.2,2017,10,24
25/10/2017,1355.5,2017,10,25
26/10/2017,1346.5,2017,10,26
27/10/2017,1351.7,2017,10,27
30/10/2017,1354.9,2017,10,30
31/10/2017,1347.7,2017,10,31
01/11/2017,1354.6,2017,11,1
02/11/2017,1355.4,2017,11,2
03/11/2017,1346.9,2017,11,3
06/11/2017,1359.7,2017,11,6
07/11/2017,1353.9,2017,11,7
08/11/2017,1362.3,2017,11,8
09/11/2017,1366.8,2017,11,9
10/11/2017,1354.5,2017,11,10
13/11/2017,1360.4,2017,11,13
14/11/2017,1364.2,2017,11,14
15/11/2017,1358.7,2017,11,15
16/11/2017,1359.4,2017,11,16
17/11/2017,1378,2017,11,17
20/11/2017,1357.6,2017,11,20
21/11/2017,1364.8,2017,11,21
